ID号,用户标识,月,姓名,年龄,职业,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,贷款类型,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,信用年龄,仅还款最低金额,月投资额,付款行为,月余额,评分等级
3264,CUS0xaba4,April,Patrick Temple-Westj,48,Engineer,19462.925,1611.910417,1,1,8,4,"Auto Loan, Credit-Builder Loan, Auto Loan, and Auto Loan",8,10,5.51,3,160.3,34.76559003,32 Years and 0 Months,NM,37.61890815,HighspentLargevaluepayments,318.5079027,3
3265,CUS0x78a2,July,"OGrady""k",25,Manager,50528.61,4073.7175,9,10,17,9,"Personal Loan, Not Specified, Mortgage Loan, Not Specified, Auto Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",39,18,9.26,10,2664.49,34.32906157,13 Years and 3 Months,Yes,115.145688,HighspentMediumvaluepayments,208.5210842,1
3266,CUS0x660d,July,Guernigou Danielr,34,Teacher,34514.51,3067.209167,4,6,9,4,"Not Specified, Mortgage Loan, Credit-Builder Loan, and Student Loan",29,10,7.25,3,841.46,23.82311569,17 Years and 11 Months,Yes,161.2501227,LowspentLargevaluepayments,313.0082111,1
3267,CUS0x79cf,July,Vlastelicaa,29,Musician,27685.04,2595.086667,7,6,7,3,"Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",10,11,7.46,,1055.94,25.25020367,28 Years and 2 Months,No,73.07721417,LowspentLargevaluepayments,389.7849116,1
3268,CUS0x2390,August,Doeringh,21,Musician,7314.55,794.5458333,10,6,31,4,"Student Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",61,24,,6,2096.83,27.20164813,19 Years and 8 Months,Yes,69.0508767,LowspentLargevaluepayments,262.0397614,2
3269,CUS0xb000,January,Frazierm,20,MediaManager,30272.61,2258.7175,3,3,15,1,Payday Loan,30,8,8.83,8,180.94,35.62726893,15 Years and 10 Months,Yes,128.3534494,LowspentSmallvaluepayments,369.5424496,2
3270,CUS0x6b1c,March,Annika Breidthardtp,37,Entrepreneur,43790.4,3845.2,8,6,31,8,"Personal Loan, Mortgage Loan, Home Equity Loan, Auto Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Student Loan",33,21,27.91,11,2830.52,24.68762647,12 Years and 3 Months,Yes,80.22023325,HighspentMediumvaluepayments,333.1321201,2
3271,CUS0xa791,June,Lucia Mutikanie,23,Architect,35970.54,2728.545,5,6,3,2,"Credit-Builder Loan, and Mortgage Loan",10,7,11.49,0,1351.29,31.55931246,16 Years and 8 Months,No,273.6645464,LowspentSmallvaluepayments,238.0021231,3
3272,CUS0x3313,April,Valdmanisl,38,Scientist,34773.31,2878.775833,1,5,6,2,"Not Specified, and Payday Loan",0,-2,11.17,4,82.07,37.0517938,23 Years and 2 Months,No,197.8916477,LowspentLargevaluepayments,307.7553738,3
3273,CUS0xa7ce,January,Kellyv,-500,Musician,14835.22,1008.268333,10,10,27,2,"Not Specified, and Personal Loan",48,18,6.4,11,2440.6,34.93273394,19 Years and 11 Months,Yes,123.2636466,LowspentSmallvaluepayments,247.0235967,1
3274,CUS0x98fc,February,Raymondr,15,Doctor,17927.6,1313.966667,8,5,34,6,"Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, and Home Equity Loan",56,23,10.37,,1986.45,31.17406986,13 Years and 3 Months,Yes,52.15239151,LowspentMediumvaluepayments,290.216359,1
3275,CUS0x2b6e,May,Chris Petersm,33,Doctor,19633.99,1720.165833,7,9,32,4,"Auto Loan, Personal Loan, Home Equity Loan, and Credit-Builder Loan",47,21,7.41,10,1457.54,30.13550728,11 Years and 7 Months,Yes,47.38495284,LowspentLargevaluepayments,331.9603682,1
3276,CUS0x7044,February,Nickc,26,MediaManager,59505.12,4898.76,5,7,17,2,"Personal Loan, and Home Equity Loan",7,11,9.9,6,1491.91,40.20534888,9 Years and 9 Months,Yes,99.32171701,HighspentSmallvaluepayments,578.6473856,2
3277,CUS0x844d,February,Anna Yukhananovv,43,Lawyer,29170.78,,0,6,8,2,"Credit-Builder Loan, and Auto Loan",12,9,11.39,0,1181.13,25.94230595,21 Years and 5 Months,No,100.8768196,HighspentMediumvaluepayments,375.511156,2
3278,CUS0x4711,May,Tanz,18,Architect,32430.82,2597.568333,10,9,21,8,"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, Credit-Builder Loan, and Payday Loan",15,21,29.85,12,2532.02,31.7291797,13 Years and 7 Months,Yes,160.7582045,HighspentSmallvaluepayments,230.9895043,2
3279,CUS0x49b8,January,Suzannej,26,Developer,19798.93,1579.910833,6,8,17,4,"Student Loan, Payday Loan, Credit-Builder Loan, and Credit-Builder Loan",18,25,3.91,12,1250.46,28.12673387,5 Years and 4 Months,Yes,105.0001558,HighspentSmallvaluepayments,251.7375726,1
3280,CUS0x7e84,August,Hop,20,MediaManager,121522.52,,6,6,16,4,"Mortgage Loan, Personal Loan, Mortgage Loan, and Auto Loan",5,12,7.15,6,1043.22,40.84922288,18 Years and 0 Months,No,722.708956,!@9#%8,219.8217846,3
3281,CUS0x3e47,March,Davet,39,Doctor,62901.08,5025.756667,4,6,10,3,"Mortgage Loan, Debt Consolidation Loan, and Home Equity Loan",8,13,18.58,6,228.25,34.69885291,11 Years and 11 Months,Yes,94.84381883,HighspentMediumvaluepayments,576.0905776,2
3282,CUS0x9e56,April,Alistaird,24,Musician,28195.29,2044.223399,3,4,11,3,"Auto Loan, Auto Loan, and Student Loan",14,6,0.04,8,1281.29,22.76657571,24 Years and 4 Months,No,202.8924415,LowspentMediumvaluepayments,254.6351415,3
3283,CUS0x924e,June,Daniel Basesz,40,Developer,134270.12,11318.17667,8,7,11,-100,"Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",13,,15.68,8,503.23,32.76442172,,Yes,74.75364653,!@9#%8,1014.509131,2
3284,CUS0x34a8,March,James Grubelp,25,,81566.25,7036.1875,7,6,12,3,"Debt Consolidation Loan, Personal Loan, and Credit-Builder Loan",15,11,6.27,2,231.16,37.73995836,29 Years and 10 Months,No,121.4891815,HighspentLargevaluepayments,685.9029312,3
3285,CUS0x1b9a,March,Leika Kiharaq,20,Entrepreneur,29892.37,2664.030833,7,3,13,2,"Credit-Builder Loan, and Credit-Builder Loan",7,8,12.11,4,695.39,30.65391585,31 Years and 4 Months,NM,133.000798,LowspentSmallvaluepayments,393.442458,2
3286,CUS0x6237,March,Suzanner,41,Musician,62879.96,5343.996667,1368,10,26,2,"Payday Loan, and Student Loan",47,18,7.9,9,1751,26.78709008,,Yes,73.31817883,!@9#%8,622.7430742,1
3287,CUS0x2c94,March,,-500,Musician,31816.07,,4,5,18,4,"Mortgage Loan, Auto Loan, Home Equity Loan, and Student Loan",5,14,13.8,6,4.82,30.97783603,31 Years and 5 Months,Yes,87.16483081,HighspentMediumvaluepayments,301.6426943,2
3288,CUS0x467f,July,Johns,19,,16813.54,1101.128333,8,10,33,8,"Not Specified, Payday Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, Payday Loan, Debt Consolidation Loan, and Payday Loan",23,18,5.19,12,3520.79,39.26459637,11 Years and 1 Months,Yes,55.18515803,!@9#%8,251.9865604,2
3289,CUS0x2595,August,Mariannam,38,Writer,14688.4,1056.033333,7,6,8,3,"Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan",27,15,14.68,5,936.02,23.63467519,11 Years and 6 Months,Yes,49.28745264,HighspentSmallvaluepayments,291.961683,3
3290,CUS0xc59d,March,Herskovitzq,41,Manager,22648.88,1599.406667,6,6,10,2,"Mortgage Loan, and Home Equity Loan",18,,7.75,4,1414.75,33.60222094,18 Years and 11 Months,No,67.12969055,LowspentMediumvaluepayments,343.8751669,2
3291,CUS0x50df,June,Diane Bartzl,36,Lawyer,15845.47,1039.455833,5,10,26,6,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Payday Loan",30,13,11.12,12,1275.75,37.17156632,,Yes,23.9752282,HighspentSmallvaluepayments,266.7308607,2
3292,CUS0x2999,June,Palmerz,38,Mechanic,9530.69,883.2241667,8,7,26,3,"Debt Consolidation Loan, Not Specified, and Credit-Builder Loan",51,,16.02,10,1458.58,35.26225632,12 Years and 0 Months,Yes,50.52136958,LowspentLargevaluepayments,295.7747474,2
3293,CUS0xc0d9,August,Lukew,34,Accountant,17078.485,1256.207083,3,7,10,2,"Personal Loan, and Payday Loan",8,12,,3,1048.53,33.05000866,24 Years and 3 Months,No,57.76022818,LowspentSmallvaluepayments,335.6788982,2
3294,CUS0x88fb,April,Angela Moonm,38,Architect,126680.84,,7,7,8,7,"Personal Loan, Student Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, Not Specified, and Debt Consolidation Loan",25,16,13.23,6,124.18,39.41415486,13 Years and 0 Months,NM,265.3506444,LowspentLargevaluepayments,494.2950153,2
3295,CUS0x8543,February,Ulf Laessingu,44,,36637.1,3069.091667,7,6,15,2,"Mortgage Loan, and Student Loan",18,20,11.39,2,68.98,34.39169102,27 Years and 5 Months,No,180.1055067,LowspentLargevaluepayments,345.8360298,2
3296,CUS0xb66d,March,Jennifer Sabao,16,Writer,29985.2,2437.766667,5,8,26,3,"Home Equity Loan, Student Loan, and Student Loan",12,18,15.29,11,1793.18,37.37332686,,Yes,108.96331,LowspentSmallvaluepayments,359.5502012,1
3297,CUS0x2a03,April,Pauln,26,Journalist,145934.16,12446.18,0,5,3,1,Personal Loan,20,3,9.42,3,1334.34,44.72084013,17 Years and 0 Months,No,100.5610553,HighspentLargevaluepayments,1270.540915,1
3298,CUS0x4287,March,Mohantyl,21,Scientist,21595.875,,5,7,7,1,Auto Loan,9,2,9.46,4,655.46,38.79201156,21 Years and 6 Months,No,119.072711,HighspentSmallvaluepayments,334.0099755,2
3299,CUS0x956f,April,Stecklowy,30,Doctor,32943.66,2811.305,5,6,14,6,"Payday Loan, Student Loan, Personal Loan, Auto Loan, Payday Loan, and Not Specified",20,12,17.52,7,226.74,26.51960955,10 Years and 4 Months,Yes,260.6031193,LowspentMediumvaluepayments,137.5934169,2
3300,CUS0xced,February,Jonasx,40,Architect,36311.46,2747.955,8,5,12,-100,"Payday Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",22,9,17.75,8,1788.43,28.11246291,20 Years and 2 Months,Yes,36.77778122,HighspentLargevaluepayments,409.8895087,2
3301,CUS0x2da6,March,Lisac,29,Doctor,13672.2,1190.35,7,5,13,1,Auto Loan,28,,12.12,8,1419.68,28.5672593,32 Years and 11 Months,Yes,100.2474785,LowspentMediumvaluepayments,288.5273215,2
3302,CUS0xad97,June,Michaeld,52,,44835.39,,3,4,4,4,"Student Loan, Home Equity Loan, Not Specified, and Debt Consolidation Loan",30,14,11.53,9,953.75,25.40775674,15 Years and 8 Months,No,449.462835,LowspentSmallvaluepayments,97.44071237,2
3303,CUS0xb761,March,Dominique Vidalonz,38,,30450.84,2506.57,6,7,8,3,"Debt Consolidation Loan, Auto Loan, and Debt Consolidation Loan",28,15,11.98,0,203.69,28.29728887,20 Years and 4 Months,No,95.94944666,HighspentMediumvaluepayments,355.3128125,2
3304,CUS0x2484,May,env,19,Musician,29625.82,2559.818333,3,4,11,4,"Personal Loan, Auto Loan, Debt Consolidation Loan, and Payday Loan",25,19,17.74,4,1042.61,40.39994488,6 Years and 9 Months,Yes,228.9762529,LowspentSmallvaluepayments,224.8893493,2
3305,CUS0xa98a,January,Bullw,34,Manager,33177.95,2891.829167,5,4,17,4,"Student Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",20,20,8.12,2,261.12,24.64617502,26 Years and 4 Months,No,260.9050101,LowspentSmallvaluepayments,257.178494,2
3306,CUS0xbc4b,February,Laura Noonanw,8592,Developer,121622.84,10081.23667,0,3,12,2,"Not Specified, and Personal Loan",12,0,15.02,0,1391.33,40.23566174,20 Years and 2 Months,No,877.3201926,LowspentSmallvaluepayments,247.5151742,3
3307,CUS0x4638,January,Harry Papachristous,25,Musician,48706.59,4170.8825,10,7,34,4,"Home Equity Loan, Not Specified, Mortgage Loan, and Auto Loan",28,19,18.63,8,2630.08,23.05115715,16 Years and 2 Months,Yes,78.24984913,!@9#%8,468.0131059,2
3308,CUS0x8e8,June,,32,Scientist,41640.54,3466.045,6,7,8,1,Auto Loan,20,21,-0.71,5,1072.42,28.15317264,27 Years and 4 Months,No,54.68825015,HighspentLargevaluepayments,501.7079344,3
3309,CUS0x487b,April,Tunv,29,Architect,58484.22,5043.685,8,5,16,7,"Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Not Specified, and Mortgage Loan",17,16,10.95,5,2389.36,32.60340405,12 Years and 1 Months,Yes,82.47370477,!@9#%8,462.3306655,1
3310,CUS0x52d3,January,en Hirschlerv,52,Manager,93424.8,,8,7,15,1,Not Specified,11,18,7.8,0,757.48,34.7628469,21 Years and 11 Months,No,412.8518882,HighspentSmallvaluepayments,555.1371666,2
3311,CUS0x5bb8,April,Thiebergers,49,Lawyer,126344.72,10643.72667,3,4,1,1,Personal Loan,5,7,8.08,1,1198.35,37.91826787,30 Years and 4 Months,No,261.6638063,HighspentLargevaluepayments,947.2409834,3
3312,CUS0x720f,June,"SaPinto"" Emmap",36,Mechanic,58979.34,4918.945,7,7,15,5,"Credit-Builder Loan, Auto Loan, Student Loan, Not Specified, and Mortgage Loan",30,19,24.51,12,3419.72,31.92835258,3 Years and 1 Months,NM,,HighspentLargevaluepayments,513.1085766,2
3313,CUS0x73ef,April,Waynee,40,,64259.04,,6,6,8,2,"Debt Consolidation Loan, and Not Specified",25,16,16.69,10,1443.54,41.37329236,31 Years and 1 Months,Yes,34.74862178,HighspentLargevaluepayments,631.7557988,2
3314,CUS0x8363,March,Matthieu Protardq,18,Manager,58564.62,4752.385,5,7,417,3,"Payday Loan, Personal Loan, and Student Loan",14,,19.44,11,2044.39,33.43177629,10 Years and 0 Months,Yes,10000,HighspentMediumvaluepayments,471.9426897,1
3315,CUS0x6dd3,June,Robinw,54,Scientist,26693.06,2437.421667,7,5,6,4,"Not Specified, Auto Loan, Mortgage Loan, and Debt Consolidation Loan",13,20,10.72,6,592.33,39.96234189,21 Years and 7 Months,No,261.6878796,LowspentSmallvaluepayments,218.7996442,1
3316,CUS0x5f9,April,,42,Developer,7427.29,694.9408333,9,10,29,7,"Home Equity Loan, Auto Loan, Payday Loan, Debt Consolidation Loan, Mortgage Loan, Personal Loan, and Debt Consolidation Loan",46,,20.06,12,3750.27,25.43093188,8 Years and 4 Months,Yes,,!@9#%8,269.67956,1
3317,CUS0x4fa6,April,Gareth Jonesj,17,Lawyer,33884.76,2626.198629,7,5,17,3,"Mortgage Loan, Auto Loan, and Student Loan",60,25,10.01,12,1379.31,26.12227423,20 Years and 0 Months,NM,98.20500169,HighspentSmallvaluepayments,379.0578739,1
3318,CUS0xae34,August,Lashy,23,Architect,33470.66,2562.221667,6,3,7,4,"Credit-Builder Loan, Auto Loan, Home Equity Loan, and Not Specified",30,9,12.98,0,1423.22,30.51969173,20 Years and 0 Months,Yes,67.59604898,HighspentMediumvaluepayments,339.3089201,2
3319,CUS0xb168,March,Goncalvesi,54,Accountant,39323.54,3160.961667,1060,1,5266,3,"Not Specified, Credit-Builder Loan, and Not Specified",6,10,10.67,6,806.06,24.26699564,31 Years and 11 Months,No,277.7044394,LowspentMediumvaluepayments,237.1789981,3
3320,CUS0x247b,March,Davidy,45,Engineer,28766.28,2582.19,4,3,3,2,"Auto Loan, and Not Specified",7,1,-0.49,3,263.42,31.21316414,19 Years and 9 Months,No,106.9242288,!@9#%8,355.6075036,3
3321,CUS0x4487,March,Sabae,29,Accountant,62848.88,5070.406667,7,7,8,5,"Not Specified, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",16,19,17.34,4,2680.87,31.04154954,6 Years and 7 Months,Yes,209.703507,LowspentMediumvaluepayments,333.5816591,2
3322,CUS0x20b8,June,Markj,39,Architect,17090.225,1371.185417,5,7,10,1,Student Loan,14,7,-4.04,8,797.12,28.62950057,,NM,95.52112137,!@9#%8,322.2931865,2
3323,CUS0x4f41,January,Miedemaf,37,Mechanic,16398.56,1292.546667,10,6,25,5,"Payday Loan, Home Equity Loan, Personal Loan, Credit-Builder Loan, and Payday Loan",57,21,8.52,,4738.39,39.68419621,6 Years and 7 Months,Yes,10000,HighspentLargevaluepayments,284.4297864,1
3324,CUS0x86f6,January,Sarah Marshu,29,Mechanic,27653.79,2411.4825,8,7,12,4,"Debt Consolidation Loan, Personal Loan, Student Loan, and Personal Loan",23,9,10.8,2568,13.24,35.91399132,31 Years and 10 Months,No,265.7349715,LowspentSmallvaluepayments,215.536557,2
3325,CUS0x8dc4,April,Colvino,39,Scientist,53225.37,4526.4475,6,7,30,2,"Payday Loan, and Mortgage Loan",29,15,13.4,4,2090.45,38.92092737,9 Years and 11 Months,Yes,295.66671,LowspentMediumvaluepayments,391.8123224,1
3326,CUS0x41ac,January,Jane Wardellg,44,MediaManager,44441.99,3993.499167,2,3,8,1,Home Equity Loan,13,11,9.24,3,191.55,38.46799142,24 Years and 4 Months,No,110.2114573,!@9#%8,518.8075137,3
3327,CUS0xb644,January,Ernest Scheyderf,26,Scientist,44577.26,,5,4,1,4,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, and Student Loan",5,5,8.98,3,636.43,34.88507075,18 Years and 3 Months,No,49.6532627,HighspentLargevaluepayments,449.5238311,3
3328,CUS0xab9d,August,Stempell,35,Musician,8391.185,488.2654167,6,7,17,4,"Debt Consolidation Loan, Payday Loan, Student Loan, and Home Equity Loan",16,15,19.32,11,1588.39,38.4787831,12 Years and 4 Months,Yes,,LowspentSmallvaluepayments,271.0723286,1
3329,CUS0x786e,August,Whitei,31,Entrepreneur,178053.4,15066.78333,0,3,12,-100,"Auto Loan, Personal Loan, Not Specified, and Home Equity Loan",0,12,3.36,4,218.43,33.57558594,20 Years and 3 Months,No,10000,HighspentMediumvaluepayments,1016.005814,3
3330,CUS0x6e9,August,,43,,174552.84,14581.07,4,6,5,2,"Personal Loan, and Credit-Builder Loan",1,4,6.7,3,308.8,42.0519417,16 Years and 6 Months,No,1064.267126,LowspentMediumvaluepayments,417.8262789,2
3331,CUS0x6acc,January,Winfreyf,48,Journalist,28975.42,2391.618333,4,5,13,1,Debt Consolidation Loan,13,11,4.86,2,675.8,35.75997877,23 Years and 1 Months,No,,!@9#%8,331.2098519,2
3332,CUS0x6d70,July,arani Krishnanx,24,Accountant,68454.96,5820.58,8,9,19,5,"Payday Loan, Not Specified, Personal Loan, Auto Loan, and Payday Loan",60,13,5.08,12,2407.21,31.04794574,,Yes,246.6215869,HighspentMediumvaluepayments,424.9227385,1
3333,CUS0x2ce1,May,Aung Hlai,33,Doctor,37648.1,3199.341667,6,6,19,6,"Debt Consolidation Loan, Not Specified, Not Specified, Mortgage Loan, Debt Consolidation Loan, and Student Loan",19,15,2.59,6,2316.79,28.95012903,9 Years and 11 Months,NM,75.376737,HighspentSmallvaluepayments,386.8744285,2
3334,CUS0x3966,March,Brownx,24,Journalist,47270.22,4122.185,7,9,29,4,"Not Specified, Auto Loan, Student Loan, and Home Equity Loan",24,17,18.53,8,1934.61,30.02506717,,Yes,94.78394695,HighspentMediumvaluepayments,470.7639719,1
3335,CUS0x532a,July,Stempely,35,Writer,56643.04,,6,5,8,2,"Mortgage Loan, and Student Loan",6,12,11.27,8,1254.91,37.2081804,24 Years and 11 Months,No,167.5484438,HighspentMediumvaluepayments,453.8257361,3
3336,CUS0x804e,August,Laurence Fletcherz,45,Teacher,67749.5,5381.791667,5,6,8,2,"Student Loan, and Payday Loan",29,17,14.77,13,1437.3,36.37460579,8 Years and 5 Months,Yes,194.2859378,LowspentMediumvaluepayments,548.5732324,2
3337,CUS0x909d,July,Robin Paxtonb,18,Engineer,17686.19,1424.849167,9,9,19,6,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Home Equity Loan",36,21,20.04,9,2994.45,40.79526337,9 Years and 9 Months,NM,118.3877542,LowspentSmallvaluepayments,254.7114652,1
3338,CUS0x1dad,July,C.o,22,Architect,17807.935,1545.994583,6,5,8,3,"Student Loan, Home Equity Loan, and Personal Loan",16,13,9.02,1,378.11,26.59445545,16 Years and 9 Months,No,118.9703881,LowspentMediumvaluepayments,284.3030086,2
3339,CUS0x36fd,April,Erwin Sebaq,17,Doctor,20864.93,1484.744167,5,4,25,7,"Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, Student Loan, Mortgage Loan, Home Equity Loan, and Personal Loan",10,10,16.04,8,1466.97,38.31234807,18 Years and 8 Months,NM,,HighspentMediumvaluepayments,301.5563066,2
3340,CUS0x8c13,April,Leika Kiharac,36,Teacher,59961.82,,5,1,7,3,"Student Loan, Not Specified, and Credit-Builder Loan",14,2,7.07,6,91.38,35.06103762,29 Years and 7 Months,NM,,HighspentMediumvaluepayments,545.6375569,3
3341,CUS0x1c58,April,,43,Writer,35319.26,3082.271667,4,3,7,4,"Mortgage Loan, Payday Loan, Payday Loan, and Credit-Builder Loan",5,3,6.66,3,140.19,24.43833632,28 Years and 10 Months,No,93.93064433,HighspentMediumvaluepayments,351.5602843,2
3342,CUS0xa03a,April,Isabel Reynoldsp,37,Accountant,19204.93,1391.297836,6,3,6,4,"Student Loan, Mortgage Loan, Home Equity Loan, and Home Equity Loan",25,10,8.82,2,193.68,34.88712011,21 Years and 6 Months,NM,59.56353616,LowspentMediumvaluepayments,320.297289,2
3343,CUS0x292d,April,Langi Chiange,36,Developer,37261.78,3029.682949,5,4,2,-100,Not Specified,16,1,3.72,3,1106.94,34.15046766,31 Years and 8 Months,No,46.34790093,HighspentLargevaluepayments,500.8033651,2
3344,CUS0x4e3b,April,Sophieu,36,Musician,16193.87,1287.489167,9,10,15,-100,"Mortgage Loan, and Personal Loan",34,,3.53,6,2221.21,36.25864603,17 Years and 11 Months,Yes,108.1414153,LowspentLargevaluepayments,269.5633288,1
3345,CUS0xb4b7,August,Reddallv,31,Journalist,39538.62,3540.885,10,5,23,3,"Credit-Builder Loan, Not Specified, and Student Loan",41,11,14.71,8,1822.92,30.33917098,18 Years and 6 Months,Yes,148.6092836,HighspentMediumvaluepayments,401.2778522,1
3346,CUS0x2ad5,July,Chang-Ran Kimw,23,,136726.68,,0,7,2,2,"Debt Consolidation Loan, and Not Specified",11,12,2.35,6,1299.02,31.73788044,28 Years and 11 Months,No,342.655312,LowspentMediumvaluepayments,893.041313,2
3347,CUS0x41e8,August,Emily Flitterr,30,Musician,30693.42,2474.785,6,9,30,8,"Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, Home Equity Loan, Not Specified, Home Equity Loan, and Student Loan",37,21,23.04,9,3844.13,26.00708725,7 Years and 11 Months,Yes,165.1362419,LowspentLargevaluepayments,216.1078434,1
3348,CUS0x5826,April,Koltrowitzz,32,,16740.095,1293.007917,5,5,2,2,"Payday Loan, and Credit-Builder Loan",-1,2354,0.97,1410,218.19,34.83374609,16 Years and 4 Months,No,70.65699211,LowspentLargevaluepayments,313.8035432,2
3349,CUS0xb005,March,Bille,36,MediaManager,40332.61,3435.050833,1,4,1,3,"Auto Loan, Debt Consolidation Loan, and Mortgage Loan",7,8,9.32,3,466.97,34.1268349,,NM,,HighspentMediumvaluepayments,447.5010196,3
3350,CUS0xa347,March,Liana B.o,19,Lawyer,17585.29,,7,7,33,5,"Personal Loan, Personal Loan, Personal Loan, Mortgage Loan, and Credit-Builder Loan",28,10,13.86,12,2559.02,37.1366973,8 Years and 5 Months,Yes,205.4502302,LowspentSmallvaluepayments,196.9114016,2
3351,CUS0x9e21,January,Hetznero,34,MediaManager,62168.04,5224.67,3,6,13,4,"Home Equity Loan, Personal Loan, Auto Loan, and Mortgage Loan",17,16,11.46,4,135.72,32.34169712,15 Years and 9 Months,Yes,,HighspentMediumvaluepayments,431.5385545,2
